Temperature,Pulse,Disease
40.61918921939707,115,Moderate Heat Stress
44.38789873571355,111,Severe Heat Stress
42.54704387870132,148,Severe Heat Stress
47.84734761782484,51,Severe Heat Stress
44.88040447428418,84,Severe Heat Stress
37.444016406221444,129,Severe Tachycardia
36.058531211006446,142,Hypothermia
44.63628917309474,47,Severe Heat Stress
35.39766965812433,130,Severe Hypothermia
43.78663371910195,126,Severe Heat Stress
49.10345362137436,123,Severe Heat Stress
43.632112668138184,121,Severe Heat Stress
40.82254889309783,107,Moderate Heat Stress
44.6493232766353,166,Severe Heat Stress
41.87379335737275,121,Severe Heat Stress
43.18425183973903,123,Severe Heat Stress
49.12197213164788,152,Severe Heat Stress
40.79153956701161,115,Moderate Heat Stress
49.41785845735871,161,Severe Heat Stress
48.58025962934096,80,Severe Heat Stress
37.93686702183945,41,Bradycardia
36.04041951312748,68,Hypothermia
36.5116700206614,144,Hypothermia
35.273327384773246,90,Severe Hypothermia
36.41664441133893,114,Hypothermia
45.24510160124535,49,Severe Heat Stress
36.06782972690343,90,Hypothermia
39.78463445440642,157,Moderate Heat Stress
47.67312966454182,160,Severe Heat Stress
35.34907903603739,78,Severe Hypothermia
47.217027238834035,67,Severe Heat Stress
39.227821621600995,42,Mild Heat Stress
36.772472414324845,123,Hypothermia
45.45105748046226,156,Severe Heat Stress
44.43414270169826,41,Severe Heat Stress
48.1620802029058,132,Severe Heat Stress
46.02606565705828,170,Severe Heat Stress
47.05221395577273,133,Severe Heat Stress
39.230518588569595,79,Mild Heat Stress
37.661593156695844,41,Bradycardia
46.25922127461288,120,Severe Heat Stress
47.10252108900896,51,Severe Heat Stress
49.8575771300101,104,Severe Heat Stress
41.1892651536714,94,Moderate Heat Stress
40.580271286891744,84,Moderate Heat Stress
46.646194411129954,140,Severe Heat Stress
40.11205310379527,101,Moderate Heat Stress
48.96135988405347,88,Severe Heat Stress
47.87619127764518,166,Severe Heat Stress
41.43491041062528,62,Moderate Heat Stress
46.26306601687246,77,Severe Heat Stress
46.31814311127023,67,Severe Heat Stress
36.54685803253899,60,Hypothermia
48.5382936001935,146,Severe Heat Stress
42.578785586717856,138,Severe Heat Stress
47.39686199161612,158,Severe Heat Stress
39.80074401545917,112,Moderate Heat Stress
48.432848427443005,161,Severe Heat Stress
40.83802518101245,69,Moderate Heat Stress
35.162564772204476,147,Severe Hypothermia
48.58072964628896,137,Severe Heat Stress
36.369300151792004,71,Hypothermia
39.78970456385622,118,Moderate Heat Stress
49.25092950576207,80,Severe Heat Stress
49.25910720406334,102,Severe Heat Stress
43.60156832184929,62,Severe Heat Stress
44.477558182546986,143,Severe Heat Stress
41.7266828296748,114,Severe Heat Stress
39.398161575470965,87,Mild Heat Stress
39.92996818054874,96,Moderate Heat Stress
45.08777684115557,157,Severe Heat Stress
46.2856179415652,139,Severe Heat Stress
46.873685655887726,163,Severe Heat Stress
46.84427214191831,73,Severe Heat Stress
36.36809154573036,46,Hypothermia
42.41630457053872,95,Severe Heat Stress
35.863381400249665,104,Severe Hypothermia
43.24293323485603,86,Severe Heat Stress
41.62295752060066,58,Severe Heat Stress
48.31556274137449,165,Severe Heat Stress
40.26372518828118,178,Moderate Heat Stress
36.75600524641409,88,Hypothermia
37.144875230792536,152,Severe Tachycardia
46.42265947576208,77,Severe Heat Stress
44.27327094974392,103,Severe Heat Stress
36.516840141841854,108,Hypothermia
36.26160209172496,175,Hypothermia
45.5145369718868,155,Severe Heat Stress
36.0914450954629,104,Hypothermia
47.32790088935534,70,Severe Heat Stress
45.59363340734744,171,Severe Heat Stress
36.22023170962849,152,Hypothermia
36.27256571127788,148,Hypothermia
49.799593677517635,108,Severe Heat Stress
40.614061936341805,159,Moderate Heat Stress
40.559632206003364,127,Moderate Heat Stress
47.19199350886254,106,Severe Heat Stress
49.208728660757885,114,Severe Heat Stress
49.790015957343066,84,Severe Heat Stress
46.30067277888412,43,Severe Heat Stress
40.64389378296374,146,Moderate Heat Stress
36.252510750480035,90,Hypothermia
46.65720373891155,89,Severe Heat Stress
43.376063746037076,45,Severe Heat Stress
41.36333013870465,98,Moderate Heat Stress
48.59531577642104,164,Severe Heat Stress
36.66796223459227,69,Hypothermia
42.38937656436289,161,Severe Heat Stress
35.17030467151129,164,Severe Hypothermia
42.02990962991189,76,Severe Heat Stress
35.84454913522756,163,Severe Hypothermia
36.78226874402108,140,Hypothermia
36.76289370165657,74,Hypothermia
44.73815453174095,126,Severe Heat Stress
46.19067318898135,173,Severe Heat Stress
43.7505314764574,57,Severe Heat Stress
49.43258822711813,152,Severe Heat Stress
40.62305869285556,68,Moderate Heat Stress
39.28568129422791,116,Mild Heat Stress
48.0289869228419,98,Severe Heat Stress
38.35393757779179,165,Severe Tachycardia
49.44833809160917,148,Severe Heat Stress
35.18231712034724,61,Severe Hypothermia
49.548182400614586,107,Severe Heat Stress
35.64739867925864,108,Severe Hypothermia
48.367146705471065,88,Severe Heat Stress
42.9155166362945,148,Severe Heat Stress
49.894471941789504,125,Severe Heat Stress
36.10694847103098,92,Hypothermia
43.30781426601981,162,Severe Heat Stress
49.53953803428649,126,Severe Heat Stress
42.84646766255223,170,Severe Heat Stress
44.44097957202894,81,Severe Heat Stress
45.436230334769256,137,Severe Heat Stress
41.8181159715166,148,Severe Heat Stress
44.41337120126095,90,Severe Heat Stress
43.7647146788465,124,Severe Heat Stress
48.51737015736484,166,Severe Heat Stress
35.68169570512187,60,Severe Hypothermia
39.214447843883455,83,Mild Heat Stress
49.25617226114838,178,Severe Heat Stress
48.35395675836374,142,Severe Heat Stress
41.8348512917857,107,Severe Heat Stress
44.30198896702305,168,Severe Heat Stress
39.16071774471699,131,Mild Heat Stress
37.82181739585642,63,Healthy
41.955476074099735,164,Severe Heat Stress
40.30028342039079,150,Moderate Heat Stress
43.75484167776308,137,Severe Heat Stress
36.16601955447477,178,Hypothermia
49.6159221149925,56,Severe Heat Stress
49.79316116719404,138,Severe Heat Stress
45.47242571029618,121,Severe Heat Stress
43.04144549516181,143,Severe Heat Stress
39.642914244294914,58,Moderate Heat Stress
47.20692529560423,124,Severe Heat Stress
45.27096758830819,47,Severe Heat Stress
37.43925409017337,67,Healthy
48.663907767407636,44,Severe Heat Stress
47.33805864384753,140,Severe Heat Stress
49.246998699378864,157,Severe Heat Stress
45.8857926258254,103,Severe Heat Stress
44.20122793903685,130,Severe Heat Stress
41.27364554435928,156,Moderate Heat Stress
48.9909272503102,137,Severe Heat Stress
47.990958342506126,50,Severe Heat Stress
35.67828005159284,93,Severe Hypothermia
35.39550461745878,86,Severe Hypothermia
40.64695050317074,179,Moderate Heat Stress
47.158299961727494,178,Severe Heat Stress
49.80914193972417,44,Severe Heat Stress
37.256253366552926,59,Possible Bacterial Infection
43.911960730282026,85,Severe Heat Stress
40.71336284946533,51,Moderate Heat Stress
49.548715967219046,109,Severe Heat Stress
47.63178384703563,56,Severe Heat Stress
47.574930570667064,154,Severe Heat Stress
42.030397396924556,87,Severe Heat Stress
41.22229253506498,147,Moderate Heat Stress
39.10110607896059,91,Mild Heat Stress
35.845632449763905,135,Severe Hypothermia
47.9708356438258,109,Severe Heat Stress
47.19351513695116,141,Severe Heat Stress
49.99576509929196,114,Severe Heat Stress
49.94955255610858,121,Severe Heat Stress
43.33147558403941,131,Severe Heat Stress
46.53481122770766,43,Severe Heat Stress
49.17148594823642,174,Severe Heat Stress
47.74471086016117,148,Severe Heat Stress
38.71022152614796,87,Mild Heat Stress
41.7581620296514,112,Severe Heat Stress
36.93739122727243,111,Hypothermia
49.31076540888083,155,Severe Heat Stress
44.0926195167632,120,Severe Heat Stress
38.42964208255194,120,Severe Tachycardia
45.07551026608785,152,Severe Heat Stress
44.27192360686844,135,Severe Heat Stress
40.37244077049261,111,Moderate Heat Stress
36.70336388299444,102,Hypothermia
45.073597933891996,77,Severe Heat Stress
42.8046155135569,106,Severe Heat Stress
46.58477587603459,108,Severe Heat Stress
42.8024525166799,52,Severe Heat Stress
47.7827225047781,70,Severe Heat Stress
43.278602581617285,153,Severe Heat Stress
43.414069573030794,61,Severe Heat Stress
48.14980403987518,132,Severe Heat Stress
41.052242993185956,106,Moderate Heat Stress
37.01022842675961,93,Severe Tachycardia
35.431740144700086,177,Severe Hypothermia
46.32705883510428,81,Severe Heat Stress
44.304643270301966,103,Severe Heat Stress
45.561196521488355,165,Severe Heat Stress
38.19446242263366,60,Healthy
37.04557213380155,74,Healthy
35.21816998501823,69,Severe Hypothermia
40.25881338209896,96,Moderate Heat Stress
43.848765302819494,86,Severe Heat Stress
40.883660676495985,58,Moderate Heat Stress
41.56212383035594,153,Severe Heat Stress
48.562380417406224,47,Severe Heat Stress
40.22383200534951,65,Moderate Heat Stress
42.70984233739716,152,Severe Heat Stress
46.75479519111715,110,Severe Heat Stress
40.94814173481905,69,Moderate Heat Stress
44.331300503418106,174,Severe Heat Stress
47.93545563120118,106,Severe Heat Stress
49.24280935486463,104,Severe Heat Stress
37.206102213935566,75,Healthy
48.89881437742242,64,Severe Heat Stress
42.38174439619307,76,Severe Heat Stress
38.87366582448438,40,Mild Heat Stress
41.88703634357392,76,Severe Heat Stress
49.700488629282155,175,Severe Heat Stress
42.38927140989304,172,Severe Heat Stress
39.931274154312625,167,Moderate Heat Stress
44.50101281475089,166,Severe Heat Stress
38.6021842816729,40,Mild Heat Stress
36.13794992162996,74,Hypothermia
36.93319582865974,143,Hypothermia
36.92068758436659,62,Hypothermia
37.27854040268441,48,Bradycardia
37.08240758974115,73,Healthy
44.61312117204822,167,Severe Heat Stress
37.728201265987174,43,Bradycardia
40.18500924985795,141,Moderate Heat Stress
48.45182614859018,114,Severe Heat Stress
42.10942460394308,138,Severe Heat Stress
45.013366077815405,111,Severe Heat Stress
37.58479806802445,42,Bradycardia
37.88433528213006,73,Healthy
35.61302924399718,84,Severe Hypothermia
37.534025946082465,100,Severe Tachycardia
39.17885508547938,122,Mild Heat Stress
37.6551572641512,162,Severe Tachycardia
36.33053800635584,141,Hypothermia
36.80953806650901,55,Hypothermia
41.91168152049089,105,Severe Heat Stress
38.095005776086886,158,Severe Tachycardia
40.46404791572113,163,Moderate Heat Stress
42.55125906282285,141,Severe Heat Stress
45.35592242944048,105,Severe Heat Stress
35.58968209761648,52,Severe Hypothermia
46.991155983635636,150,Severe Heat Stress
44.418505842363615,73,Severe Heat Stress
36.22638547923308,78,Hypothermia
48.10367936160166,175,Severe Heat Stress
48.8130860079772,159,Severe Heat Stress
35.916169397822955,165,Severe Hypothermia
39.153164722208054,94,Mild Heat Stress
47.09301919689592,66,Severe Heat Stress
46.22389535575488,157,Severe Heat Stress
37.76781529034566,92,Severe Tachycardia
38.140239850050655,78,Healthy
40.55708154187073,104,Moderate Heat Stress
42.26784477786532,52,Severe Heat Stress
44.27382157295444,60,Severe Heat Stress
40.53370459354659,92,Moderate Heat Stress
41.93802074199722,58,Severe Heat Stress
46.21206407200635,96,Severe Heat Stress
35.55024804335897,64,Severe Hypothermia
38.78655416516031,70,Mild Heat Stress
45.70024378826829,120,Severe Heat Stress
48.42810256530799,62,Severe Heat Stress
42.675161631734994,71,Severe Heat Stress
42.98170227897973,113,Severe Heat Stress
36.60758017009664,49,Hypothermia
41.71118550235182,93,Severe Heat Stress
42.98925899682535,91,Severe Heat Stress
38.63705755452094,153,Mild Heat Stress
39.038648464240715,53,Mild Heat Stress
40.65926244656934,149,Moderate Heat Stress
35.3010679666659,92,Severe Hypothermia
39.83118748374768,118,Moderate Heat Stress
38.17172010494817,61,Healthy
39.91246028266872,69,Moderate Heat Stress
36.79643197728877,43,Hypothermia
48.35790921109842,98,Severe Heat Stress
43.903886803310726,47,Severe Heat Stress
45.186534787167346,51,Severe Heat Stress
46.837568579110076,158,Severe Heat Stress
42.47663298393586,73,Severe Heat Stress
36.303804321311354,121,Hypothermia
43.05659812727822,137,Severe Heat Stress
43.802616770313186,166,Severe Heat Stress
46.181592112764946,114,Severe Heat Stress
41.47489319344519,144,Moderate Heat Stress
36.913704541933456,88,Hypothermia
39.25663858698087,118,Mild Heat Stress
40.44623444597953,132,Moderate Heat Stress
44.68875861997402,57,Severe Heat Stress
43.56167457003368,135,Severe Heat Stress
40.34145088846769,77,Moderate Heat Stress
49.79772873189469,126,Severe Heat Stress
44.086622290353304,127,Severe Heat Stress
38.558401876039916,89,Mild Heat Stress
36.52673708930605,47,Hypothermia
37.29288708776498,173,Severe Tachycardia
38.689365925767625,108,Mild Heat Stress
37.41022059889333,160,Severe Tachycardia
37.79850536076959,103,Severe Tachycardia
39.27642753040771,178,Mild Heat Stress
37.600603929421325,160,Severe Tachycardia
48.451481369396376,104,Severe Heat Stress
36.203506184924635,146,Hypothermia
42.86767084355382,176,Severe Heat Stress
41.155952404844925,139,Moderate Heat Stress
49.735679253629094,121,Severe Heat Stress
36.680583532520785,90,Hypothermia
40.96783398568613,122,Moderate Heat Stress
49.54205649913053,151,Severe Heat Stress
47.982606888409705,95,Severe Heat Stress
47.2560810642392,99,Severe Heat Stress
38.8685424056741,159,Mild Heat Stress
37.563313810850985,177,Severe Tachycardia
45.02964829886646,62,Severe Heat Stress
48.94063983691379,52,Severe Heat Stress
43.351443395208946,140,Severe Heat Stress
43.574190342048496,63,Severe Heat Stress
39.19968640490426,147,Mild Heat Stress
46.54239399787905,50,Severe Heat Stress
37.80565622836285,56,Possible Viral Infection
39.85518854606366,64,Moderate Heat Stress
41.381546579246255,133,Moderate Heat Stress
42.614155680266826,60,Severe Heat Stress
38.636145986226204,123,Mild Heat Stress
36.72255237108806,179,Hypothermia
44.15930063662449,76,Severe Heat Stress
39.32945829860384,81,Mild Heat Stress
43.718573321339186,140,Severe Heat Stress
37.315440729113035,87,Severe Tachycardia
42.217101527822265,142,Severe Heat Stress
42.98884148827379,67,Severe Heat Stress
35.7773530523364,80,Severe Hypothermia
40.04906417290881,138,Moderate Heat Stress
37.016220154084614,86,Severe Tachycardia
35.950624557091515,144,Severe Hypothermia
49.84940348584918,163,Severe Heat Stress
39.83530767462084,52,Moderate Heat Stress
